DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Sexo,Edad,Ocupacion
629287,237,1,1,1,48.826775515,Mujer,32,Oficios del hogar
629287,237,2,1,2,48.826775515,Mujer,14,
629287,237,3,1,3,48.826775515,Hombre,8,
629287,237,4,1,4,48.826775515,Hombre,45,Trabajando
629288,237,1,1,1,27.090356605,Mujer,30,Oficios del hogar
629288,237,2,1,2,27.090356605,Mujer,8,
629289,237,1,1,1,53.509947465,Hombre,27,Trabajando
629289,237,2,1,2,53.509947465,Mujer,20,Oficios del hogar
629289,237,3,1,3,53.509947465,Mujer,1,
629290,237,1,1,1,90.159344092,Mujer,37,Trabajando
629290,237,2,1,2,90.159344092,Hombre,33,Trabajando
629290,237,3,1,3,90.159344092,Mujer,14,
629290,237,4,1,4,90.159344092,Mujer,63,Oficios del hogar
629290,237,5,1,5,90.159344092,Hombre,40,Trabajando
629290,237,6,2,1,90.159344092,Mujer,57,Trabajando
629290,237,7,2,2,90.159344092,Mujer,83,Oficios del hogar
629290,237,8,3,1,90.159344092,Hombre,53,Trabajando
629291,237,1,1,1,57.883835899,Hombre,21,Trabajando
629291,237,2,1,2,57.883835899,Hombre,17,Trabajando
629292,237,1,1,1,28.673827317,Hombre,32,Trabajando
629292,237,2,1,2,28.673827317,Mujer,40,Oficios del hogar
629293,237,1,1,1,48.826775515,Hombre,38,Trabajando
629293,237,2,1,2,48.826775515,Mujer,28,Oficios del hogar
629293,237,3,1,3,48.826775515,Hombre,10,
629293,237,4,1,4,48.826775515,Mujer,6,
629294,237,1,1,1,166.80065351,Hombre,60,Trabajando
629294,237,2,1,2,166.80065351,Mujer,59,Oficios del hogar
629294,237,3,1,3,166.80065351,Hombre,28,Trabajando
629295,237,1,1,1,67.429600543,Hombre,27,Trabajando
629295,237,2,1,2,67.429600543,Mujer,38,Oficios del hogar
629295,237,3,1,3,67.429600543,Mujer,12,
629295,237,4,1,4,67.429600543,Mujer,6,
629295,237,5,1,5,67.429600543,Hombre,4,
629297,237,1,1,1,27.800738997,Hombre,58,Trabajando
629297,237,2,1,2,27.800738997,Mujer,54,Oficios del hogar
629298,237,1,1,1,50.19100809,Hombre,67,Otra actividad
629300,237,1,1,1,39.240015353,Mujer,57,Oficios del hogar
629301,237,3,1,3,97.846579821,Hombre,8,
629301,237,4,1,4,97.846579821,Hombre,6,
629301,237,5,1,5,97.846579821,Hombre,4,
629301,237,1,1,1,97.846579821,Mujer,28,Trabajando
629301,237,2,1,2,97.846579821,Hombre,28,Trabajando
629302,237,3,1,3,98.484640966,Hombre,3,
629302,237,4,1,4,98.484640966,Hombre,1,
629302,237,1,1,1,98.484640966,Hombre,23,Trabajando
629302,237,2,1,2,98.484640966,Mujer,19,Oficios del hogar
629303,237,1,1,1,117.01002431,Hombre,32,Ocio
629303,237,2,1,2,117.01002431,Mujer,58,Oficios del hogar
629304,237,1,1,1,110.28193171,Mujer,28,Trabajando
629305,237,2,1,2,201.96429551,Hombre,17,Estudiando
629305,237,3,1,3,201.96429551,Hombre,13,
629305,237,1,1,1,201.96429551,Mujer,53,Oficios del hogar
629306,237,1,1,1,152.33634931,Mujer,66,Trabajando
629306,237,2,1,2,152.33634931,Hombre,20,Trabajando
629307,237,1,1,1,287.23012734,Hombre,33,Trabajando
629307,237,2,1,2,287.23012734,Mujer,23,Oficios del hogar
629307,237,3,1,3,287.23012734,Hombre,2,
629307,237,4,1,4,287.23012734,Mujer,0,
629308,237,1,1,1,126.54731879,Mujer,34,Trabajando
629308,237,2,1,2,126.54731879,Hombre,17,Estudiando
629308,237,3,1,3,126.54731879,Hombre,17,Estudiando
629309,237,1,1,1,119.31171828,Mujer,77,Oficios del hogar
629310,237,1,1,1,74.18040976,Hombre,45,Trabajando
629310,237,2,1,2,74.18040976,Mujer,32,Trabajando
629310,237,3,1,3,74.18040976,Hombre,12,
629310,237,4,1,4,74.18040976,Mujer,8,
629311,237,1,1,1,129.8197278,Hombre,39,Trabajando
629311,237,2,1,2,129.8197278,Mujer,33,Trabajando
629311,237,3,1,3,129.8197278,Hombre,13,
629311,237,4,1,4,129.8197278,Mujer,10,
629311,237,5,1,5,129.8197278,Mujer,8,
629312,237,1,1,1,150.23603997,Hombre,51,Trabajando
629312,237,2,1,2,150.23603997,Mujer,33,Oficios del hogar
629312,237,3,1,3,150.23603997,Hombre,14,
629312,237,4,1,4,150.23603997,Hombre,11,
629312,237,5,1,5,150.23603997,Hombre,9,
629313,237,1,1,1,117.93280071,Mujer,35,Oficios del hogar
629313,237,2,1,2,117.93280071,Mujer,7,
629313,237,3,1,3,117.93280071,Hombre,5,
629314,237,1,1,1,60.381593962,Mujer,29,Trabajando
629314,237,2,1,2,60.381593962,Hombre,7,
629314,237,3,1,3,60.381593962,Mujer,4,
629315,237,1,1,1,167.41453832,Mujer,59,Trabajando
629315,237,2,1,2,167.41453832,Hombre,60,Trabajando
629315,237,3,1,3,167.41453832,Hombre,34,Trabajando
629315,237,4,1,4,167.41453832,Mujer,23,Trabajando
629315,237,5,1,5,167.41453832,Hombre,1,
629315,237,6,1,6,167.41453832,Hombre,30,Trabajando
629315,237,7,1,7,167.41453832,Mujer,25,Oficios del hogar
629315,237,8,1,8,167.41453832,Mujer,8,
629316,237,1,1,1,88.301728918,Mujer,31,Oficios del hogar
629316,237,2,1,2,88.301728918,Hombre,10,
629316,237,3,1,3,88.301728918,Hombre,7,
629316,237,4,1,4,88.301728918,Mujer,6,
629316,237,5,1,5,88.301728918,Mujer,4,
629316,237,6,1,6,88.301728918,Hombre,0,
629316,237,7,1,7,88.301728918,Hombre,0,
629317,237,1,1,1,134.67545673,Hombre,34,Trabajando
629317,237,2,1,2,134.67545673,Mujer,38,Oficios del hogar
629317,237,3,1,3,134.67545673,Mujer,8,
629317,237,4,1,4,134.67545673,Mujer,4,
629318,237,1,1,1,100.00187824,Mujer,69,Oficios del hogar
629318,237,2,1,2,100.00187824,Hombre,30,Trabajando
629318,237,3,1,3,100.00187824,Hombre,72,Trabajando
629319,237,1,1,1,73.110852157,Mujer,35,Trabajando
629319,237,2,1,2,73.110852157,Mujer,16,Estudiando
629319,237,3,1,3,73.110852157,Mujer,11,
629319,237,4,1,4,73.110852157,Hombre,5,
629319,237,5,1,5,73.110852157,Mujer,17,Trabajando
629320,237,3,1,3,96.241913219,Hombre,14,
629320,237,1,1,1,96.241913219,Mujer,34,Trabajando
629320,237,2,1,2,96.241913219,Hombre,45,Trabajando
629321,237,2,1,2,139.63864002,Mujer,17,Trabajando
629321,237,1,1,1,139.63864002,Mujer,39,Oficios del hogar
629322,237,1,1,1,56.242792752,Hombre,35,Trabajando
629322,237,2,1,2,56.242792752,Mujer,35,Trabajando
629322,237,3,1,3,56.242792752,Mujer,14,
629322,237,4,1,4,56.242792752,Mujer,11,
629322,237,5,1,5,56.242792752,Mujer,8,
629322,237,6,1,6,56.242792752,Mujer,70,Oficios del hogar
629323,237,1,1,1,103.44144917,Hombre,35,Trabajando
629324,237,1,1,1,91.994248992,Hombre,55,Oficios del hogar
629324,237,2,1,2,91.994248992,Mujer,52,Oficios del hogar
629324,237,3,1,3,91.994248992,Hombre,22,Trabajando
629324,237,4,1,4,91.994248992,Mujer,13,
629325,237,1,1,1,142.33981047,Hombre,23,Trabajando
629325,237,2,1,2,142.33981047,Mujer,17,Oficios del hogar
629325,237,3,1,3,142.33981047,Mujer,0,
629326,237,1,1,1,74.376136071,Mujer,77,Otra actividad
629327,237,1,1,1,86.693391986,Mujer,53,Trabajando
629327,237,2,1,2,86.693391986,Hombre,51,Trabajando
629327,237,3,1,3,86.693391986,Mujer,27,Trabajando
629327,237,4,1,4,86.693391986,Mujer,24,Oficios del hogar
629327,237,5,1,5,86.693391986,Hombre,5,
629327,237,6,1,6,86.693391986,Mujer,0,
629328,237,1,1,1,103.09737732,Hombre,60,Trabajando
629329,237,1,1,1,83.78532121,Hombre,68,Pensionado
629329,237,2,1,2,83.78532121,Mujer,69,Oficios del hogar
629330,237,1,1,1,89.063991641,Mujer,31,Trabajando
629330,237,2,1,2,89.063991641,Hombre,23,Estudiando
629331,237,1,1,1,68.869244876,Mujer,60,Oficios del hogar
629331,237,2,1,2,68.869244876,Hombre,6,
629332,237,1,1,1,90.317057337,Hombre,33,Trabajando
629332,237,2,1,2,90.317057337,Mujer,29,Trabajando
629332,237,3,1,3,90.317057337,Hombre,11,
629332,237,4,1,4,90.317057337,Mujer,9,
629333,237,1,1,1,123.47217613,Hombre,38,Trabajando
629333,237,2,1,2,123.47217613,Hombre,43,Trabajando
629333,237,3,1,3,123.47217613,Mujer,18,Estudiando
629333,237,4,1,4,123.47217613,Hombre,14,
629333,237,5,1,5,123.47217613,Mujer,20,Trabajando
629334,237,1,1,1,70.759680424,Mujer,27,Trabajando
629334,237,2,1,2,70.759680424,Hombre,6,
629334,237,3,1,3,70.759680424,Mujer,3,
629335,237,2,1,2,95.968498692,Mujer,26,Oficios del hogar
629335,237,3,1,3,95.968498692,Hombre,3,
629335,237,1,1,1,95.968498692,Hombre,28,Trabajando
629336,237,1,1,1,115.52362538,Hombre,74,Ocio
629336,237,2,1,2,115.52362538,Hombre,72,Oficios del hogar
629337,237,1,1,1,106.36563413,Hombre,70,Pensionado
629337,237,2,1,2,106.36563413,Mujer,65,Pensionado
629337,237,3,1,3,106.36563413,Hombre,42,Trabajando
629338,237,1,1,1,76.359499699,Mujer,90,Oficios del hogar
629339,237,1,1,1,112.87178895,Hombre,58,Incapacitado permanente para trabajar
629339,237,2,1,2,112.87178895,Mujer,56,Oficios del hogar
629339,237,3,1,3,112.87178895,Hombre,25,Trabajando
629339,237,4,1,4,112.87178895,Hombre,21,Trabajando
629340,237,1,1,1,131.8425814,Mujer,53,Oficios del hogar
629340,237,2,1,2,131.8425814,Hombre,25,Buscando trabajo
629341,237,1,1,1,79.79801143,Mujer,28,Trabajando
629341,237,2,1,2,79.79801143,Hombre,7,
629342,237,1,1,1,119.79147339,Hombre,29,Trabajando
629342,237,2,1,2,119.79147339,Mujer,27,Oficios del hogar
629342,237,3,1,3,119.79147339,Mujer,3,
629343,237,1,1,1,76.359499699,Mujer,62,Oficios del hogar
629344,237,1,1,1,89.117114378,Hombre,71,Pensionado
629344,237,2,1,2,89.117114378,Mujer,69,Oficios del hogar
629345,237,1,1,1,132.30830089,Hombre,61,Trabajando
629346,237,1,1,1,88.225545371,Mujer,42,Trabajando
629347,237,1,1,1,144.88361281,Hombre,28,Trabajando
629347,237,2,1,2,144.88361281,Mujer,27,Oficios del hogar
629347,237,3,1,3,144.88361281,Mujer,9,
629347,237,4,1,4,144.88361281,Hombre,5,
629348,237,1,1,1,128.09866763,Mujer,35,Trabajando
629348,237,2,1,2,128.09866763,Hombre,17,Estudiando
629348,237,3,1,3,128.09866763,Mujer,12,
629348,237,4,1,4,128.09866763,Hombre,4,
629349,237,1,1,1,133.80761292,Mujer,67,Incapacitado permanente para trabajar
629349,237,2,1,2,133.80761292,Mujer,34,Trabajando
629349,237,3,1,3,133.80761292,Hombre,36,Trabajando
629349,237,4,1,4,133.80761292,Hombre,8,
629350,237,1,1,1,155.09176889,Hombre,40,Trabajando
629350,237,2,1,2,155.09176889,Mujer,35,Oficios del hogar
629350,237,3,1,3,155.09176889,Hombre,9,
629350,237,4,1,4,155.09176889,Hombre,4,
629351,237,2,1,2,155.09176889,Mujer,30,Oficios del hogar
629351,237,3,1,3,155.09176889,Hombre,12,
629351,237,4,1,4,155.09176889,Hombre,4,
629351,237,1,1,1,155.09176889,Hombre,33,Trabajando
629352,237,1,1,1,152.76042918,Mujer,34,Oficios del hogar
629352,237,2,1,2,152.76042918,Hombre,39,Trabajando
629352,237,3,1,3,152.76042918,Hombre,19,Trabajando
629352,237,4,1,4,152.76042918,Hombre,16,Estudiando
629352,237,5,1,5,152.76042918,Hombre,9,
629352,237,6,1,6,152.76042918,Mujer,7,
629352,237,7,1,7,152.76042918,Mujer,28,Trabajando
629352,237,8,1,8,152.76042918,Hombre,8,
629353,237,1,1,1,174.96909367,Hombre,46,Trabajando
629353,237,2,1,2,174.96909367,Mujer,52,Oficios del hogar
629353,237,3,1,3,174.96909367,Hombre,18,Estudiando
629354,237,1,1,1,93.35192259,Mujer,36,Trabajando
629354,237,2,1,2,93.35192259,Hombre,40,Trabajando
629354,237,3,1,3,93.35192259,Hombre,12,
629354,237,4,1,4,93.35192259,Mujer,9,
629354,237,5,1,5,93.35192259,Hombre,6,
629355,237,1,1,1,69.119895267,Mujer,55,Oficios del hogar
629355,237,2,1,2,69.119895267,Mujer,33,Trabajando
629355,237,3,1,3,69.119895267,Hombre,34,Trabajando
629355,237,4,1,4,69.119895267,Hombre,12,
629355,237,5,1,5,69.119895267,Mujer,11,
629355,237,6,1,6,69.119895267,Mujer,1,
629356,237,1,1,1,103.36631982,Mujer,42,Oficios del hogar
629356,237,2,1,2,103.36631982,Hombre,49,Trabajando
629356,237,3,1,3,103.36631982,Hombre,23,Trabajando
629356,237,4,1,4,103.36631982,Mujer,14,
629356,237,5,1,5,103.36631982,Hombre,9,
629357,237,1,1,1,131.3761179,Hombre,40,Trabajando
629357,237,2,1,2,131.3761179,Mujer,39,Trabajando
629357,237,3,1,3,131.3761179,Hombre,17,Estudiando
629357,237,4,1,4,131.3761179,Hombre,11,
629357,237,5,1,5,131.3761179,Hombre,50,Trabajando
629358,237,1,1,1,158.76996107,Hombre,60,Buscando trabajo
629359,237,1,1,1,94.832910204,Hombre,38,Trabajando
629359,237,2,1,2,94.832910204,Mujer,27,Oficios del hogar
629359,237,3,1,3,94.832910204,Mujer,8,
629359,237,4,1,4,94.832910204,Hombre,3,
629360,237,1,1,1,92.063567649,Mujer,36,Oficios del hogar
629360,237,2,1,2,92.063567649,Hombre,36,Trabajando
629360,237,3,1,3,92.063567649,Mujer,0,
629360,237,4,1,4,92.063567649,Mujer,80,Oficios del hogar
629360,237,5,1,5,92.063567649,Hombre,35,Trabajando
629360,237,6,1,6,92.063567649,Mujer,25,Oficios del hogar
629360,237,7,1,7,92.063567649,Hombre,1,
629361,237,1,1,1,122.59727309,Hombre,53,Buscando trabajo
629362,237,3,1,3,94.832910204,Mujer,6,
629362,237,4,1,4,94.832910204,Hombre,4,
629362,237,1,1,1,94.832910204,Hombre,39,Trabajando
629362,237,2,1,2,94.832910204,Mujer,36,Oficios del hogar
629363,237,1,1,1,116.12576044,Hombre,33,Trabajando
629363,237,2,1,2,116.12576044,Mujer,22,Oficios del hogar
629364,237,1,1,1,106.08317043,Mujer,24,Oficios del hogar
629364,237,2,1,2,106.08317043,Hombre,25,Trabajando
629364,237,3,1,3,106.08317043,Mujer,6,
629365,237,1,1,1,110.66131207,Hombre,19,Trabajando
629366,237,1,1,1,101.51461237,Hombre,25,Trabajando
629366,237,2,1,2,101.51461237,Mujer,27,Oficios del hogar
629366,237,3,1,3,101.51461237,Hombre,8,
629366,237,4,1,4,101.51461237,Hombre,3,
629367,237,1,1,1,77.723167359,Hombre,39,Trabajando
629367,237,2,1,2,77.723167359,Mujer,26,Oficios del hogar
629367,237,3,1,3,77.723167359,Hombre,5,
629367,237,4,1,4,77.723167359,Mujer,3,
629367,237,5,1,5,77.723167359,Mujer,63,Oficios del hogar
629368,237,1,1,1,86.057579197,Mujer,36,Trabajando
629368,237,2,1,2,86.057579197,Hombre,18,Trabajando
629368,237,3,1,3,86.057579197,Hombre,14,
629368,237,4,1,4,86.057579197,Hombre,3,
629369,237,1,1,1,67.028667767,Mujer,35,Trabajando
629369,237,2,1,2,67.028667767,Mujer,7,
629369,237,3,1,3,67.028667767,Mujer,6,
629370,237,1,1,1,94.918734742,Hombre,23,Trabajando
629370,237,2,1,2,94.918734742,Mujer,22,Oficios del hogar
629370,237,3,1,3,94.918734742,Hombre,0,
629371,237,1,1,1,102.54422998,Hombre,54,Buscando trabajo
629371,237,2,1,2,102.54422998,Mujer,52,Trabajando
629372,237,1,1,1,76.906328698,Mujer,29,Trabajando
629372,237,2,1,2,76.906328698,Hombre,37,Trabajando
629372,237,3,1,3,76.906328698,Mujer,4,
629372,237,4,1,4,76.906328698,Mujer,58,Oficios del hogar
629373,237,1,1,1,115.3895863,Hombre,63,Trabajando
629373,237,2,1,2,115.3895863,Mujer,63,Oficios del hogar
629373,237,3,1,3,115.3895863,Mujer,17,Estudiando
629374,237,1,1,1,111.48073002,Hombre,36,Trabajando
629374,237,2,1,2,111.48073002,Mujer,21,Trabajando
629375,237,1,1,1,110.33754578,Hombre,41,Trabajando
629376,237,1,1,1,75.113478615,Mujer,30,Oficios del hogar
629376,237,2,1,2,75.113478615,Hombre,36,Trabajando
629376,237,3,1,3,75.113478615,Mujer,12,
629376,237,4,1,4,75.113478615,Mujer,7,
629376,237,5,1,5,75.113478615,Mujer,29,Oficios del hogar
629376,237,6,1,6,75.113478615,Hombre,1,
629376,237,7,1,7,75.113478615,Hombre,13,
629377,237,1,1,1,105.84664072,Hombre,56,Trabajando
629378,237,1,1,1,116.85104342,Hombre,65,Pensionado
629378,237,2,1,2,116.85104342,Mujer,60,Pensionado
629378,237,3,1,3,116.85104342,Mujer,23,Estudiando
629378,237,4,1,4,116.85104342,Mujer,20,Estudiando
629379,237,1,1,1,93.608019446,Mujer,57,Oficios del hogar
629379,237,2,1,2,93.608019446,Hombre,45,Trabajando
629380,237,1,1,1,81.68819835,Mujer,44,Trabajando
629380,237,2,1,2,81.68819835,Hombre,35,Trabajando
629380,237,3,1,3,81.68819835,Hombre,14,
629380,237,4,1,4,81.68819835,Mujer,40,Buscando trabajo
629380,237,5,1,5,81.68819835,Hombre,10,
629381,237,1,1,1,71.900156937,Hombre,49,Trabajando
629381,237,2,1,2,71.900156937,Mujer,29,Oficios del hogar
629381,237,3,1,3,71.900156937,Hombre,10,
629381,237,4,1,4,71.900156937,Mujer,7,
629381,237,5,1,5,71.900156937,Mujer,0,
629382,237,1,1,1,133.95112324,Mujer,29,Oficios del hogar
629382,237,2,1,2,133.95112324,Mujer,9,
629383,237,1,1,1,106.6469159,Hombre,23,Trabajando
629383,237,2,1,2,106.6469159,Mujer,26,Trabajando
629383,237,3,1,3,106.6469159,Hombre,20,Trabajando
629383,237,4,1,4,106.6469159,Mujer,20,Trabajando
629384,237,4,1,4,89.78363782,Mujer,2,
629384,237,1,1,1,89.78363782,Hombre,31,Trabajando
629384,237,2,1,2,89.78363782,Mujer,25,Oficios del hogar
629384,237,3,1,3,89.78363782,Mujer,6,
629385,237,1,1,1,91.275633276,Hombre,45,Buscando trabajo
629385,237,2,1,2,91.275633276,Mujer,48,Oficios del hogar
629386,237,1,1,1,80.243231711,Hombre,30,Trabajando
629386,237,2,1,2,80.243231711,Mujer,28,Oficios del hogar
629386,237,3,1,3,80.243231711,Hombre,9,
629386,237,4,1,4,80.243231711,Mujer,3,
629387,237,1,1,1,96.589075208,Hombre,30,Trabajando
629387,237,2,1,2,96.589075208,Mujer,25,Oficios del hogar
629387,237,3,1,3,96.589075208,Mujer,8,
629387,237,4,1,4,96.589075208,Hombre,7,
629388,237,1,1,1,65.316628084,Mujer,38,Trabajando
629388,237,2,1,2,65.316628084,Hombre,14,
629388,237,3,1,3,65.316628084,Mujer,9,
629389,237,1,1,1,104.82462536,Hombre,59,Trabajando
629389,237,2,1,2,104.82462536,Hombre,28,Trabajando
629389,237,3,1,3,104.82462536,Mujer,24,Oficios del hogar
629389,237,4,1,4,104.82462536,Hombre,1,
629390,237,1,1,1,110.25691741,Hombre,56,Trabajando
629391,237,1,1,1,90.149803527,Mujer,29,Trabajando
629391,237,2,1,2,90.149803527,Hombre,30,Trabajando
629391,237,3,1,3,90.149803527,Mujer,14,
629391,237,4,1,4,90.149803527,Hombre,4,
629392,237,1,1,1,93.171145971,Hombre,35,Trabajando
629392,237,2,1,2,93.171145971,Mujer,30,Trabajando
629392,237,3,1,3,93.171145971,Mujer,7,
629393,237,1,1,1,86.641638979,Mujer,68,Oficios del hogar
629393,237,2,1,2,86.641638979,Hombre,77,Pensionado
629394,237,1,1,1,73.380409329,Mujer,48,Oficios del hogar
629394,237,2,1,2,73.380409329,Hombre,11,
629394,237,3,1,3,73.380409329,Mujer,9,
629395,237,1,1,1,79.069677985,Mujer,25,Trabajando
629395,237,2,1,2,79.069677985,Hombre,25,Trabajando
629395,237,3,1,3,79.069677985,Mujer,7,
629395,237,4,1,4,79.069677985,Mujer,3,
629395,237,5,1,5,79.069677985,Mujer,49,Oficios del hogar
629396,237,2,1,2,86.436522386,Mujer,22,Oficios del hogar
629396,237,3,1,3,86.436522386,Mujer,4,
629396,237,4,1,4,86.436522386,Mujer,2,
629396,237,1,1,1,86.436522386,Hombre,43,Trabajando
629397,237,1,1,1,90.915340267,Hombre,37,Trabajando
629397,237,2,1,2,90.915340267,Mujer,36,Trabajando
629397,237,3,1,3,90.915340267,Mujer,18,Estudiando
629397,237,4,1,4,90.915340267,Mujer,14,
629398,237,1,1,1,103.44144917,Hombre,52,Trabajando
629399,237,1,1,1,95.968498692,Hombre,35,Trabajando
629399,237,2,1,2,95.968498692,Mujer,34,Oficios del hogar
629399,237,3,1,3,95.968498692,Hombre,4,
629400,237,1,1,1,90.14162398,Mujer,39,Oficios del hogar
629400,237,2,1,2,90.14162398,Hombre,43,Trabajando
629400,237,3,1,3,90.14162398,Hombre,13,
629400,237,4,1,4,90.14162398,Hombre,5,
629400,237,5,1,5,90.14162398,Hombre,3,
629401,237,1,1,1,43.635480955,Mujer,56,Oficios del hogar
629401,237,2,1,2,43.635480955,Mujer,36,Trabajando
629401,237,3,1,3,43.635480955,Hombre,14,
629401,237,4,1,4,43.635480955,Hombre,9,
629401,237,5,1,5,43.635480955,Mujer,4,
629401,237,6,1,6,43.635480955,Mujer,32,Trabajando
629401,237,7,1,7,43.635480955,Mujer,13,
629401,237,8,1,8,43.635480955,Hombre,11,
629402,237,1,1,1,352.46325466,Mujer,37,Oficios del hogar
629402,237,2,1,2,352.46325466,Hombre,34,Trabajando
629402,237,3,1,3,352.46325466,Mujer,14,
629402,237,4,1,4,352.46325466,Mujer,5,
629402,237,5,1,5,352.46325466,Mujer,1,
629403,237,1,1,1,325.40577545,Mujer,65,Oficios del hogar
629403,237,2,1,2,325.40577545,Hombre,67,Pensionado
629403,237,3,1,3,325.40577545,Hombre,13,
629404,237,1,1,1,352.1987462,Hombre,40,Trabajando
629404,237,2,1,2,352.1987462,Mujer,35,Trabajando
629404,237,3,1,3,352.1987462,Mujer,10,
629404,237,4,1,4,352.1987462,Hombre,8,
629404,237,5,1,5,352.1987462,Hombre,5,
629405,237,4,1,4,369.2290953,Mujer,13,
629405,237,1,1,1,369.2290953,Hombre,40,Trabajando
629405,237,2,1,2,369.2290953,Mujer,42,Oficios del hogar
629405,237,3,1,3,369.2290953,Hombre,15,Estudiando
629406,237,1,1,1,439.53548827,Mujer,48,Oficios del hogar
629406,237,2,1,2,439.53548827,Mujer,24,Trabajando
629406,237,3,1,3,439.53548827,Hombre,27,Trabajando
629407,237,1,1,1,347.04126785,Mujer,39,Trabajando
629407,237,2,1,2,347.04126785,Hombre,45,Trabajando
629407,237,3,1,3,347.04126785,Mujer,6,
629408,237,1,1,1,191.040227,Mujer,38,Trabajando
629409,237,1,1,1,343.17116897,Hombre,55,Trabajando
629410,237,1,1,1,276.38134009,Mujer,76,Oficios del hogar
629410,237,2,1,2,276.38134009,Mujer,80,Incapacitado permanente para trabajar
629410,237,3,1,3,276.38134009,Hombre,48,Trabajando
629410,237,4,1,4,276.38134009,Hombre,50,Trabajando
629410,237,5,1,5,276.38134009,Hombre,29,Trabajando
629410,237,6,1,6,276.38134009,Hombre,23,Buscando trabajo
629411,237,1,1,1,551.52035026,Mujer,58,Trabajando
629411,237,2,1,2,551.52035026,Hombre,58,Trabajando
629411,237,3,1,3,551.52035026,Mujer,30,Estudiando
629411,237,4,1,4,551.52035026,Hombre,21,Buscando trabajo
629411,237,5,1,5,551.52035026,Mujer,13,
629412,237,1,1,1,423.32777575,Mujer,33,Trabajando
629413,237,1,1,1,304.38478917,Mujer,68,Pensionado
629413,237,2,1,2,304.38478917,Mujer,35,Trabajando
629414,237,1,1,1,440.41375053,Hombre,45,Trabajando
629414,237,2,1,2,440.41375053,Mujer,46,Oficios del hogar
629414,237,3,1,3,440.41375053,Hombre,14,
629414,237,4,1,4,440.41375053,Mujer,12,
629414,237,5,1,5,440.41375053,Mujer,6,
629415,237,1,1,1,474.21084426,Mujer,68,Oficios del hogar
629415,237,2,1,2,474.21084426,Hombre,55,Trabajando
629415,237,3,1,3,474.21084426,Hombre,40,Trabajando
629415,237,4,1,4,474.21084426,Mujer,13,
629415,237,5,1,5,474.21084426,Mujer,7,
629415,237,6,1,6,474.21084426,Hombre,14,
629415,237,7,1,7,474.21084426,Mujer,6,
629416,237,1,1,1,367.79033607,Mujer,86,Oficios del hogar
629416,237,2,1,2,367.79033607,Mujer,58,Trabajando
629417,237,1,1,1,447.08103418,Mujer,43,Trabajando
629417,237,2,1,2,447.08103418,Hombre,50,Trabajando
